CandID,Reg_Date,Opportunity type,Success Story,suc_date,Training Session,Training Type,MG_ID,Cos_ID,Loc_ID
DMCABJ2200329,3/27/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200330,3/30/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200331,3/30/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200332,3/30/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200333,3/31/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200334,3/31/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200335,4/2/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200336,4/3/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200337,4/4/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200338,4/6/2024,Prospecting,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200339,4/7/2024,Closed Won,,NULL,Physical,Virtual,MG09,CP01,LC01
DMCABJ2200340,4/9/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200341,4/17/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200342,4/19/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200343,4/20/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200344,4/21/2024,Closed Won,,NULL,Weekend,Virtual,MG02,CP01,LC01
DMCABJ2200345,4/24/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200346,4/25/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200347,4/29/2024,Closed Lost,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200348,4/30/2024,Closed Lost,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200349,5/2/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200350,5/2/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200351,5/3/2024,Nurturing,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200352,5/4/2024,Prospecting,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200353,5/6/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200354,5/6/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200355,5/7/2024,Closed Won,,NULL,Physical,Physical,MG01,CP01,LC01
DMCABJ2200356,5/8/2024,Prospecting,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200357,5/9/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200358,5/10/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200359,5/11/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200360,5/11/2024,Prospecting,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200361,5/12/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200362,5/12/2024,Committed to Pay,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200363,5/13/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200364,5/22/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200365,5/23/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200366,5/24/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200367,5/25/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200368,5/25/2024,Closed Lost,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200369,5/26/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200370,5/28/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200371,5/28/2024,Prospecting,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200372,5/29/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200373,5/29/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200374,5/30/2024,Nurturing,,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200375,5/31/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200376,5/31/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200377,6/1/2024,Part Paid,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200378,6/1/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200379,6/3/2024,Closed Lost,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200380,6/3/2024,Closed Won,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200381,6/4/2024,Prospecting,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200382,6/4/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200383,6/5/2024,Prospecting,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200384,6/5/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200385,6/5/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200386,6/5/2024,Committed to Pay,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200387,6/6/2024,Prospecting,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200388,6/11/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200389,6/14/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200390,6/15/2024,Committed to Pay,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200391,6/18/2024,Closed Won,,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200392,6/19/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200393,6/21/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200394,6/22/2024,Closed Won,,NULL,Physical,Physical,MG01,CP01,LC01
DMCABJ2200395,6/23/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200396,6/23/2024,Committed to Pay,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200397,6/25/2024,Nurturing,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200398,6/25/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200399,6/26/2024,Closed Won,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200400,6/28/2024,Nurturing,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200401,7/3/2024,Nurturing,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200402,7/5/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200403,7/5/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200404,7/6/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200405,7/15/2024,Prospecting,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200406,7/16/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200407,7/16/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200408,7/16/2024,Nurturing,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200409,7/17/2024,Closed Lost,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200410,7/17/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200411,7/22/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200412,7/23/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200413,7/23/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200414,7/23/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200415,7/24/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200416,7/24/2024,Closed Lost,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200417,7/25/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200418,7/26/2024,Closed Lost,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200419,7/27/2024,Closed Won,,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200420,7/29/2024,Closed Lost,,NULL,Physical,Physical,MG02,CP01,LC01
DMCABJ2200421,7/29/2024,Closed Lost,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200422,7/30/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200423,7/31/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200424,8/2/2024,Part Paid,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200425,8/3/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200426,8/3/2024,Closed Won,,NULL,Midweek,Virtual,MG02,CP01,LC01
DMCABJ2200427,8/4/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200428,8/6/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200429,8/7/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200430,8/9/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200431,8/9/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200432,8/14/2024,Committed to Pay,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200433,8/14/2024,Committed to Pay,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200434,8/18/2024,Closed Lost,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200435,8/18/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200436,8/18/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200437,8/18/2024,Committed to Pay,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200438,8/19/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200439,8/19/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200440,8/19/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200441,8/19/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200442,8/19/2024,Closed Won,,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200443,8/20/2024,Nurturing,,NULL,Midweek,Physical,MG12,CP01,LC01
DMCABJ2200444,8/20/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200445,8/21/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200446,8/21/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200447,8/21/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200448,8/22/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200449,8/23/2024,Nurturing,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200450,8/23/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200451,8/23/2024,Nurturing,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200452,8/25/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200453,8/26/2024,Nurturing,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200454,8/27/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200455,8/28/2024,Part Paid,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200456,8/29/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200457,8/29/2024,Closed Won,,NULL,Weekend,Virtual,MG02,CP01,LC01
DMCABJ2200458,8/29/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200459,8/29/2024,Nurturing,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200460,8/30/2024,Part Paid,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200461,8/30/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200462,8/31/2024,Closed Won,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200463,8/31/2024,Closed Lost,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200464,8/31/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200465,8/31/2024,Nurturing,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200466,9/2/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200467,9/3/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200468,9/3/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200469,9/4/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200470,9/5/2024,Closed Lost,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200471,9/6/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200472,9/7/2024,Committed to Pay,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200473,9/9/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200474,9/10/2024,Nurturing,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200475,9/13/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200476,9/18/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200477,9/18/2024,Closed Won,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200478,9/18/2024,Part Paid,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200479,9/20/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200480,9/21/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200481,9/25/2024,Closed Won,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200482,9/26/2024,Closed Won,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200483,9/26/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200484,9/27/2024,Nurturing,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200485,9/29/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200486,9/29/2024,Closed Won,,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200487,10/1/2024,Part Paid,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200488,10/2/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200489,10/2/2024,Closed Won,,NULL,Weekend,Virtual,MG02,CP01,LC01
DMCABJ2200490,10/2/2024,Nurturing,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200491,10/3/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200492,10/3/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200493,10/3/2024,Closed Won,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200494,10/5/2024,Closed Won,,NULL,Midweek,Physical,MG02,CP01,LC01
DMCABJ2200495,10/5/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200496,10/5/2024,Part Paid,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200497,10/5/2024,Committed to Pay,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200498,10/6/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200499,10/7/2024,Part Paid,,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200500,10/11/2024,Committed to Pay,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200501,10/14/2024,Closed Lost,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200502,10/18/2024,Part Paid,,NULL,Midweek,Physical,MG01,CP01,LC01
DMCABJ2200503,10/19/2024,Closed Won,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200504,10/19/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200505,10/21/2024,Closed Lost,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200506,10/21/2024,Closed Won,,NULL,Midweek,Virtual,MG01,CP01,LC01
DMCABJ2200507,10/21/2024,Nurturing,,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200508,10/22/2024,Nurturing,,NULL,Weekend,Virtual,MG02,CP01,LC01
DMCABJMW22001,11/7/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22002,11/10/2022,Part Paid,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22003,11/11/2022,Closed Lost,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW22004,11/11/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22005,11/16/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22006,11/16/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22007,11/17/2022,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22008,11/21/2022,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW22009,11/28/2022,Nurturing,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220010,4/28/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220011,4/28/2023,Nurturing,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220012,4/28/2023,Part Paid,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220013,4/29/2023,Part Paid,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220014,4/30/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220015,5/1/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220016,5/1/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220017,5/2/2023,Nurturing,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220018,5/3/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220019,5/3/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220020,5/4/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220021,5/7/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220022,5/8/2023,Nurturing,,NULL,null,Physical,MG07,CP01,LC01
DMCABJMW220023,5/9/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC01
DMCABJMW220024,5/10/2023,Nurturing,,NULL,null,Physical,MG07,CP01,LC01
DMCABJMW220025,5/10/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC01
DMCABJMW220026,5/19/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220027,5/22/2023,Committed to pay,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220028,5/22/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220029,5/22/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220030,5/23/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220031,5/24/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC01
DMCABJMW220032,5/24/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC01
DMCABJMW220033,5/25/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220034,5/25/2023,Close Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220035,5/25/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220036,5/26/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220037,5/26/2023,Nurturing,,NULL,null,Physical,NULL,CP01,LC01
DMCABJMW220038,6/1/2023,Part Paid,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220039,6/4/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220040,6/4/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220041,6/5/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220042,6/6/2023,Part Paid,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220043,6/6/2023,Nurturing,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220044,6/6/2023,Committed to Pay,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220045,6/7/2023,Part Paid,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220046,6/14/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220047,6/14/2023,Committed to Pay,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220048,6/17/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220049,6/19/2023,Part Paid,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220050,6/28/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220051,7/5/2023,Committed to Pay,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220052,7/6/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220053,7/19/2023,Committed to Pay,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220054,7/23/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220055,7/23/2023,Committed to Pay,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220056,7/24/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220057,7/25/2023,Nurturing,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220058,7/25/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220059,7/27/2023,Nurturing,,NULL,null,Physical,MG08,CP01,LC01
DMCABJMW220060,7/29/2023,Nurturing,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220061,7/29/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220062,7/30/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220063,7/30/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220064,7/31/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220065,8/1/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220066,8/1/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220067,8/1/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220068,8/3/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220069,8/9/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220070,8/17/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220071,8/20/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220072,8/23/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220073,8/24/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220074,8/24/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220075,8/25/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220076,8/25/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220077,8/27/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220078,8/28/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220079,8/29/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220080,8/30/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220081,8/30/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220082,8/30/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220083,8/30/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220084,8/30/2023,Closed Won,,NULL,null,Virtual,MG12,CP01,LC01
DMCABJMW220085,9/2/2023,Closed Won,,NULL,null,Physical,NULL,CP01,LC01
DMCABJMW220086,9/4/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220087,9/4/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220088,9/5/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220089,9/5/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220090,9/6/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220091,9/6/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220092,9/20/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220093,9/21/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220094,9/23/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220095,9/26/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220096,9/26/2023,Closed Lost,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW220097,9/26/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220098,9/26/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW220099,9/28/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW2200100,9/28/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW2200101,9/29/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW2200102,9/29/2023,Closed Won,,NULL,null,Virtual,MG01,CP01,LC01
DMCABJMW2200103,9/29/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW2200104,9/30/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW2200105,10/1/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW2200106,10/2/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW2200107,10/3/2023,Closed Lost,,NULL,null,Physical,MG01,CP01,LC01
DMCABJMW2200108,10/4/2023,Closed Won,,NULL,null,Physical,MG01,CP01,LC01
