Trans_ID,Purchase Amount (USD),Location,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Preferred Payment Method,Product_ID,Customer ID
TR303,44,Delaware,Venmo,Express,Yes,Yes,Bank Transfer,PR303,Cu303
TR304,60,Oregon,Cash,Next Day Air,Yes,Yes,Venmo,PR304,Cu304
TR305,84,Oregon,Venmo,Next Day Air,Yes,Yes,Credit Card,PR305,Cu305
TR306,59,Utah,Debit Card,2-Day Shipping,Yes,Yes,PayPal,PR306,Cu306
TR307,49,North Dakota,Debit Card,Express,Yes,Yes,Cash,PR307,Cu307
TR308,32,Florida,Cash,Free Shipping,Yes,Yes,Credit Card,PR308,Cu308
TR309,29,Maryland,Bank Transfer,Standard,Yes,Yes,Venmo,PR309,Cu309
TR310,22,Minnesota,Bank Transfer,Standard,Yes,Yes,Cash,PR310,Cu310
TR311,85,Montana,Debit Card,Standard,Yes,Yes,Cash,PR311,Cu311
TR312,52,Rhode Island,Debit Card,Store Pickup,Yes,Yes,Bank Transfer,PR312,Cu312
TR313,89,Massachusetts,Bank Transfer,Next Day Air,Yes,Yes,PayPal,PR313,Cu313
TR314,77,Vermont,PayPal,Express,Yes,Yes,Credit Card,PR314,Cu314
TR315,24,New Jersey,PayPal,Store Pickup,Yes,Yes,Debit Card,PR315,Cu315
TR316,24,Wisconsin,Venmo,Express,Yes,Yes,Debit Card,PR316,Cu316
TR317,22,California,Bank Transfer,Free Shipping,Yes,Yes,Venmo,PR317,Cu317
TR318,82,West Virginia,Bank Transfer,Standard,Yes,Yes,Cash,PR318,Cu318
TR319,67,South Dakota,PayPal,Standard,Yes,Yes,Cash,PR319,Cu319
TR320,74,Maine,Venmo,Standard,Yes,Yes,Cash,PR320,Cu320
TR321,72,Kansas,PayPal,Standard,Yes,Yes,Debit Card,PR321,Cu321
TR322,36,Vermont,Credit Card,Free Shipping,Yes,Yes,Debit Card,PR322,Cu322
TR323,95,Tennessee,Credit Card,Standard,Yes,Yes,Credit Card,PR323,Cu323
TR324,78,Tennessee,Venmo,Next Day Air,Yes,Yes,PayPal,PR324,Cu324
TR325,82,Wyoming,Credit Card,Standard,Yes,Yes,Venmo,PR325,Cu325
TR326,70,Vermont,Debit Card,Free Shipping,Yes,Yes,Debit Card,PR326,Cu326
TR327,41,New Jersey,Cash,Store Pickup,Yes,Yes,Bank Transfer,PR327,Cu327
TR328,42,Iowa,PayPal,Free Shipping,Yes,Yes,PayPal,PR328,Cu328
TR329,50,Florida,Debit Card,Free Shipping,Yes,Yes,Credit Card,PR329,Cu329
TR330,31,Nevada,Debit Card,2-Day Shipping,Yes,Yes,Bank Transfer,PR330,Cu330
TR331,51,North Dakota,Bank Transfer,Express,Yes,Yes,Venmo,PR331,Cu331
TR332,98,Florida,Credit Card,Store Pickup,Yes,Yes,PayPal,PR332,Cu332
TR333,86,New York,Cash,2-Day Shipping,Yes,Yes,Credit Card,PR333,Cu333
TR334,64,Alaska,Cash,Standard,Yes,Yes,Bank Transfer,PR334,Cu334
TR335,46,Kansas,PayPal,Next Day Air,Yes,Yes,Credit Card,PR335,Cu335
TR336,85,Oregon,Cash,Standard,Yes,Yes,Venmo,PR336,Cu336
TR337,81,Rhode Island,Debit Card,Express,Yes,Yes,PayPal,PR337,Cu337
TR338,59,New Mexico,Cash,2-Day Shipping,Yes,Yes,Bank Transfer,PR338,Cu338
TR339,79,Massachusetts,Venmo,Express,Yes,Yes,Cash,PR339,Cu339
TR340,33,Pennsylvania,Credit Card,2-Day Shipping,Yes,Yes,Credit Card,PR340,Cu340
TR341,47,New Jersey,Cash,Express,Yes,Yes,Venmo,PR341,Cu341
TR342,20,Utah,Credit Card,Store Pickup,Yes,Yes,Debit Card,PR342,Cu342
TR343,36,Kentucky,Bank Transfer,Next Day Air,Yes,Yes,Credit Card,PR343,Cu343
TR344,39,Nebraska,Cash,Next Day Air,Yes,Yes,Venmo,PR344,Cu344
TR345,71,Virginia,PayPal,Standard,Yes,Yes,Debit Card,PR345,Cu345
TR346,59,Wyoming,Cash,Next Day Air,Yes,Yes,Bank Transfer,PR346,Cu346
TR347,50,New Mexico,Credit Card,Next Day Air,Yes,Yes,Cash,PR347,Cu347
TR348,41,Oregon,Credit Card,Store Pickup,Yes,Yes,PayPal,PR348,Cu348
TR349,59,South Carolina,Bank Transfer,Free Shipping,Yes,Yes,PayPal,PR349,Cu349
TR350,87,Arizona,Cash,2-Day Shipping,Yes,Yes,Bank Transfer,PR350,Cu350
TR351,68,Kentucky,Venmo,2-Day Shipping,Yes,Yes,Bank Transfer,PR351,Cu351
TR352,90,New York,Cash,Standard,Yes,Yes,Debit Card,PR352,Cu352
TR353,71,Texas,Venmo,Next Day Air,Yes,Yes,Cash,PR353,Cu353
TR354,64,Missouri,Credit Card,Store Pickup,Yes,Yes,Debit Card,PR354,Cu354
TR355,76,Pennsylvania,PayPal,Free Shipping,Yes,Yes,Venmo,PR355,Cu355
TR356,42,Oregon,Credit Card,2-Day Shipping,Yes,Yes,PayPal,PR356,Cu356
TR357,80,Nevada,Debit Card,Standard,Yes,Yes,Cash,PR357,Cu357
TR358,56,Arkansas,Bank Transfer,Standard,Yes,Yes,Credit Card,PR358,Cu358
TR359,25,Minnesota,Debit Card,Express,Yes,Yes,Credit Card,PR359,Cu359
TR360,74,Georgia,Debit Card,Store Pickup,Yes,Yes,Credit Card,PR360,Cu360
TR361,30,Rhode Island,Bank Transfer,Standard,Yes,Yes,Debit Card,PR361,Cu361
TR362,96,Nevada,Bank Transfer,Free Shipping,Yes,Yes,Cash,PR362,Cu362
TR363,64,Texas,Cash,Free Shipping,Yes,Yes,Venmo,PR363,Cu363
TR364,88,Florida,Cash,Free Shipping,Yes,Yes,Bank Transfer,PR364,Cu364
TR365,88,North Dakota,Debit Card,Free Shipping,Yes,Yes,Venmo,PR365,Cu365
TR366,88,West Virginia,PayPal,Standard,Yes,Yes,PayPal,PR366,Cu366
TR367,36,Nebraska,Bank Transfer,Store Pickup,Yes,Yes,Venmo,PR367,Cu367
TR368,40,Tennessee,Credit Card,Store Pickup,Yes,Yes,Bank Transfer,PR368,Cu368
TR369,39,Oklahoma,Venmo,Standard,Yes,Yes,Cash,PR369,Cu369
TR370,40,Wisconsin,Cash,Store Pickup,Yes,Yes,PayPal,PR370,Cu370
TR371,34,Oregon,Credit Card,Express,Yes,Yes,PayPal,PR371,Cu371
TR372,83,North Carolina,Bank Transfer,2-Day Shipping,Yes,Yes,PayPal,PR372,Cu372
TR373,85,Pennsylvania,Credit Card,Standard,Yes,Yes,Debit Card,PR373,Cu373
TR374,27,North Dakota,Bank Transfer,Express,Yes,Yes,Venmo,PR374,Cu374
TR375,78,Ohio,Bank Transfer,Store Pickup,Yes,Yes,Bank Transfer,PR375,Cu375
TR376,32,Oklahoma,Debit Card,Standard,Yes,Yes,Debit Card,PR376,Cu376
TR377,51,South Carolina,PayPal,Express,Yes,Yes,Venmo,PR377,Cu377
TR378,32,Maine,Debit Card,Standard,Yes,Yes,Credit Card,PR378,Cu378
TR379,62,Nevada,Cash,Next Day Air,Yes,Yes,Credit Card,PR379,Cu379
TR380,29,Montana,Debit Card,2-Day Shipping,Yes,Yes,Debit Card,PR380,Cu380
TR381,69,New Hampshire,PayPal,Store Pickup,Yes,Yes,Bank Transfer,PR381,Cu381
TR382,25,Maine,Debit Card,Store Pickup,Yes,Yes,Credit Card,PR382,Cu382
TR383,76,California,PayPal,Store Pickup,Yes,Yes,PayPal,PR383,Cu383
TR384,77,West Virginia,Credit Card,Standard,Yes,Yes,PayPal,PR384,Cu384
TR385,33,California,Credit Card,2-Day Shipping,Yes,Yes,Venmo,PR385,Cu385
TR386,93,West Virginia,Credit Card,Next Day Air,Yes,Yes,Credit Card,PR386,Cu386
TR387,39,Louisiana,Cash,Express,Yes,Yes,PayPal,PR387,Cu387
TR388,93,Georgia,Cash,Store Pickup,Yes,Yes,PayPal,PR388,Cu388
TR389,82,Washington,Credit Card,Store Pickup,Yes,Yes,PayPal,PR389,Cu389
TR390,42,Virginia,Venmo,Standard,Yes,Yes,Bank Transfer,PR390,Cu390
TR391,71,Indiana,Debit Card,2-Day Shipping,Yes,Yes,PayPal,PR391,Cu391
TR392,86,Minnesota,Cash,Standard,Yes,Yes,Cash,PR392,Cu392
TR393,82,Idaho,PayPal,Next Day Air,Yes,Yes,Credit Card,PR393,Cu393
TR394,65,Vermont,Credit Card,Standard,Yes,Yes,PayPal,PR394,Cu394
TR395,29,North Dakota,PayPal,Store Pickup,Yes,Yes,Debit Card,PR395,Cu395
TR396,65,Rhode Island,Cash,Store Pickup,Yes,Yes,PayPal,PR396,Cu396
TR397,88,South Carolina,Bank Transfer,Standard,Yes,Yes,Bank Transfer,PR397,Cu397
TR398,46,Mississippi,Venmo,Free Shipping,Yes,Yes,Cash,PR398,Cu398
TR399,67,Montana,PayPal,Free Shipping,Yes,Yes,Debit Card,PR399,Cu399
TR400,35,Idaho,Credit Card,2-Day Shipping,Yes,Yes,Debit Card,PR400,Cu400
TR401,66,Utah,Venmo,Free Shipping,Yes,Yes,PayPal,PR401,Cu401
TR402,91,Oklahoma,Bank Transfer,Standard,Yes,Yes,Cash,PR402,Cu402
TR403,78,California,PayPal,Express,Yes,Yes,PayPal,PR403,Cu403
TR404,45,Nevada,Credit Card,Next Day Air,Yes,Yes,Bank Transfer,PR404,Cu404
TR405,93,Delaware,Credit Card,Store Pickup,Yes,Yes,Credit Card,PR405,Cu405
TR406,74,South Carolina,Debit Card,Standard,Yes,Yes,Cash,PR406,Cu406
TR407,55,Maryland,Debit Card,Express,Yes,Yes,Cash,PR407,Cu407
TR408,76,North Carolina,Debit Card,Next Day Air,Yes,Yes,Credit Card,PR408,Cu408
TR409,66,Alabama,Credit Card,Express,Yes,Yes,Cash,PR409,Cu409
TR410,51,Minnesota,Debit Card,2-Day Shipping,Yes,Yes,Bank Transfer,PR410,Cu410
TR411,26,Virginia,Debit Card,2-Day Shipping,Yes,Yes,Credit Card,PR411,Cu411
TR412,29,Michigan,Cash,Express,Yes,Yes,PayPal,PR412,Cu412
TR413,74,Maine,Venmo,Store Pickup,Yes,Yes,Bank Transfer,PR413,Cu413
TR414,99,Nevada,Debit Card,Free Shipping,Yes,Yes,Cash,PR414,Cu414
TR415,88,Wyoming,Bank Transfer,Store Pickup,Yes,Yes,Debit Card,PR415,Cu415
TR416,31,Connecticut,Venmo,Express,Yes,Yes,Bank Transfer,PR416,Cu416
TR417,55,Oregon,Bank Transfer,Free Shipping,Yes,Yes,Bank Transfer,PR417,Cu417
TR418,81,Mississippi,PayPal,Free Shipping,Yes,Yes,Debit Card,PR418,Cu418
TR419,73,Illinois,Cash,Standard,Yes,Yes,Venmo,PR419,Cu419
TR420,91,Utah,Credit Card,Free Shipping,Yes,Yes,Credit Card,PR420,Cu420
TR421,54,North Carolina,Credit Card,Free Shipping,Yes,Yes,Debit Card,PR421,Cu421
TR422,40,Kentucky,Cash,Standard,Yes,Yes,Cash,PR422,Cu422
TR423,59,Minnesota,Bank Transfer,Store Pickup,Yes,Yes,Debit Card,PR423,Cu423
TR424,26,New York,Bank Transfer,Store Pickup,Yes,Yes,Credit Card,PR424,Cu424
TR425,23,Illinois,Credit Card,Standard,Yes,Yes,PayPal,PR425,Cu425
TR426,87,North Dakota,Debit Card,Store Pickup,Yes,Yes,Credit Card,PR426,Cu426
TR427,71,Louisiana,Cash,Express,Yes,Yes,Credit Card,PR427,Cu427
TR428,91,Illinois,Cash,Store Pickup,Yes,Yes,Credit Card,PR428,Cu428
TR429,64,Wyoming,Venmo,Free Shipping,Yes,Yes,Debit Card,PR429,Cu429
TR430,94,Washington,Venmo,2-Day Shipping,Yes,Yes,Cash,PR430,Cu430
TR431,40,Texas,Debit Card,Store Pickup,Yes,Yes,Debit Card,PR431,Cu431
TR432,76,New Hampshire,Credit Card,Store Pickup,Yes,Yes,Cash,PR432,Cu432
TR433,86,Indiana,Debit Card,Free Shipping,Yes,Yes,Venmo,PR433,Cu433
TR434,92,Alabama,Bank Transfer,Store Pickup,Yes,Yes,Credit Card,PR434,Cu434
TR435,52,Oklahoma,Bank Transfer,Store Pickup,Yes,Yes,PayPal,PR435,Cu435
TR436,28,Montana,PayPal,Next Day Air,Yes,Yes,Bank Transfer,PR436,Cu436
TR437,46,Tennessee,Cash,Free Shipping,Yes,Yes,Bank Transfer,PR437,Cu437
TR438,50,New Mexico,Credit Card,Next Day Air,Yes,Yes,PayPal,PR438,Cu438
TR439,23,Iowa,Cash,Express,Yes,Yes,Credit Card,PR439,Cu439
TR440,50,Idaho,PayPal,Free Shipping,Yes,Yes,Cash,PR440,Cu440
TR441,89,Oklahoma,Debit Card,Store Pickup,Yes,Yes,Debit Card,PR441,Cu441
TR442,81,Florida,Bank Transfer,Standard,Yes,Yes,Credit Card,PR442,Cu442
TR443,69,Michigan,Bank Transfer,Store Pickup,Yes,Yes,Credit Card,PR443,Cu443
TR444,67,Hawaii,PayPal,Free Shipping,Yes,Yes,PayPal,PR444,Cu444
TR445,20,California,Debit Card,Store Pickup,Yes,Yes,Debit Card,PR445,Cu445
TR446,29,Iowa,Bank Transfer,Standard,Yes,Yes,Venmo,PR446,Cu446
TR447,74,West Virginia,Bank Transfer,Store Pickup,Yes,Yes,Venmo,PR447,Cu447
TR448,82,Washington,Venmo,Standard,Yes,Yes,Bank Transfer,PR448,Cu448
TR449,23,Missouri,Credit Card,Next Day Air,Yes,Yes,Bank Transfer,PR449,Cu449
TR450,45,New York,PayPal,2-Day Shipping,Yes,Yes,Bank Transfer,PR450,Cu450
TR451,21,Connecticut,Venmo,Store Pickup,Yes,Yes,Credit Card,PR451,Cu451
TR452,31,Virginia,Cash,Express,Yes,Yes,Credit Card,PR452,Cu452
TR453,45,Missouri,Debit Card,Express,Yes,Yes,PayPal,PR453,Cu453
TR454,56,Nebraska,Cash,Next Day Air,Yes,Yes,Credit Card,PR454,Cu454
TR455,97,New Jersey,Debit Card,Next Day Air,Yes,Yes,Cash,PR455,Cu455
TR456,100,Utah,Credit Card,Store Pickup,Yes,Yes,Debit Card,PR456,Cu456
TR457,96,North Carolina,Bank Transfer,2-Day Shipping,Yes,Yes,Credit Card,PR457,Cu457
TR458,99,Rhode Island,Credit Card,Next Day Air,Yes,Yes,Debit Card,PR458,Cu458
TR459,91,Arkansas,Debit Card,2-Day Shipping,Yes,Yes,PayPal,PR459,Cu459
TR460,30,Maryland,Debit Card,Standard,Yes,Yes,PayPal,PR460,Cu460
TR461,65,South Carolina,Venmo,Store Pickup,Yes,Yes,Bank Transfer,PR461,Cu461
TR462,93,Ohio,Cash,Express,Yes,Yes,Venmo,PR462,Cu462
TR463,81,Illinois,Debit Card,Express,Yes,Yes,Venmo,PR463,Cu463
TR464,81,Georgia,Venmo,Standard,Yes,Yes,Venmo,PR464,Cu464
TR465,52,Alabama,PayPal,Next Day Air,Yes,Yes,PayPal,PR465,Cu465
TR466,88,Oklahoma,Cash,Next Day Air,Yes,Yes,Cash,PR466,Cu466
TR467,24,Vermont,Credit Card,Free Shipping,Yes,Yes,PayPal,PR467,Cu467
TR468,51,Nebraska,Credit Card,2-Day Shipping,Yes,Yes,Debit Card,PR468,Cu468
TR469,38,Georgia,Bank Transfer,Free Shipping,Yes,Yes,Cash,PR469,Cu469
TR470,46,Alabama,Debit Card,2-Day Shipping,Yes,Yes,Debit Card,PR470,Cu470
TR471,63,Minnesota,Cash,Express,Yes,Yes,Cash,PR471,Cu471
TR472,72,Missouri,Credit Card,2-Day Shipping,Yes,Yes,Bank Transfer,PR472,Cu472
TR473,39,Georgia,Cash,Free Shipping,Yes,Yes,Bank Transfer,PR473,Cu473
TR474,42,West Virginia,Venmo,Store Pickup,Yes,Yes,PayPal,PR474,Cu474
TR475,76,Arkansas,Debit Card,2-Day Shipping,Yes,Yes,Cash,PR475,Cu475
TR476,66,Ohio,Cash,Free Shipping,Yes,Yes,Debit Card,PR476,Cu476
TR477,90,Connecticut,Venmo,Free Shipping,Yes,Yes,Debit Card,PR477,Cu477
TR478,56,North Dakota,Credit Card,Free Shipping,Yes,Yes,Debit Card,PR478,Cu478
TR479,43,Kansas,Debit Card,Free Shipping,Yes,Yes,Venmo,PR479,Cu479
TR480,84,Iowa,Bank Transfer,Store Pickup,Yes,Yes,Venmo,PR480,Cu480
TR481,88,Vermont,Credit Card,Standard,Yes,Yes,Debit Card,PR481,Cu481
TR482,88,Wisconsin,PayPal,2-Day Shipping,Yes,Yes,PayPal,PR482,Cu482
TR483,42,Connecticut,PayPal,2-Day Shipping,Yes,Yes,Venmo,PR483,Cu483
TR484,73,Oklahoma,Venmo,Store Pickup,Yes,Yes,Debit Card,PR484,Cu484
TR485,73,Missouri,Credit Card,Free Shipping,Yes,Yes,Bank Transfer,PR485,Cu485
TR486,44,Tennessee,Debit Card,Next Day Air,Yes,Yes,Debit Card,PR486,Cu486
TR487,63,New Mexico,Debit Card,Store Pickup,Yes,Yes,Venmo,PR487,Cu487
TR488,68,Iowa,Credit Card,Store Pickup,Yes,Yes,Credit Card,PR488,Cu488
TR489,29,Maine,Venmo,Standard,Yes,Yes,Venmo,PR489,Cu489
TR490,85,South Dakota,Venmo,Standard,Yes,Yes,PayPal,PR490,Cu490
TR491,42,Colorado,PayPal,2-Day Shipping,Yes,Yes,Cash,PR491,Cu491
TR492,69,Vermont,Bank Transfer,2-Day Shipping,Yes,Yes,Credit Card,PR492,Cu492
TR493,62,Michigan,PayPal,Standard,Yes,Yes,Debit Card,PR493,Cu493
TR494,48,Nevada,Debit Card,Store Pickup,Yes,Yes,Cash,PR494,Cu494
TR495,68,Indiana,PayPal,Express,Yes,Yes,Debit Card,PR495,Cu495
TR496,36,Michigan,Credit Card,Free Shipping,Yes,Yes,Debit Card,PR496,Cu496
TR497,63,California,Venmo,Express,Yes,Yes,Venmo,PR497,Cu497
TR498,39,Oklahoma,Bank Transfer,Free Shipping,Yes,Yes,Cash,PR498,Cu498
TR499,78,Iowa,PayPal,Free Shipping,Yes,Yes,Bank Transfer,PR499,Cu499
TR500,99,Rhode Island,Credit Card,Express,Yes,Yes,PayPal,PR500,Cu500
TR501,31,Washington,Bank Transfer,Next Day Air,Yes,Yes,Venmo,PR501,Cu501
TR502,45,Florida,Debit Card,Next Day Air,Yes,Yes,Venmo,PR502,Cu502
TR503,30,South Carolina,Cash,Express,Yes,Yes,PayPal,PR503,Cu503
TR504,24,West Virginia,Credit Card,Next Day Air,Yes,Yes,Bank Transfer,PR504,Cu504
TR505,22,Missouri,Bank Transfer,Free Shipping,Yes,Yes,PayPal,PR505,Cu505
TR506,63,Maine,Credit Card,Express,Yes,Yes,Cash,PR506,Cu506
TR507,40,Georgia,Cash,2-Day Shipping,Yes,Yes,Debit Card,PR507,Cu507
TR508,20,Maine,Bank Transfer,Store Pickup,Yes,Yes,Debit Card,PR508,Cu508
TR509,20,Illinois,Cash,Store Pickup,Yes,Yes,PayPal,PR509,Cu509
TR510,80,Delaware,Bank Transfer,Free Shipping,Yes,Yes,Debit Card,PR510,Cu510
TR511,87,West Virginia,Credit Card,2-Day Shipping,Yes,Yes,Venmo,PR511,Cu511
TR512,46,Hawaii,Debit Card,Free Shipping,Yes,Yes,PayPal,PR512,Cu512
TR513,49,New York,Credit Card,Next Day Air,Yes,Yes,Bank Transfer,PR513,Cu513
TR514,65,New Mexico,PayPal,Store Pickup,Yes,Yes,Venmo,PR514,Cu514
TR515,62,Indiana,Debit Card,Standard,Yes,Yes,PayPal,PR515,Cu515
TR516,67,Kentucky,Credit Card,Next Day Air,Yes,Yes,Cash,PR516,Cu516
TR517,41,West Virginia,Cash,2-Day Shipping,Yes,Yes,Debit Card,PR517,Cu517
TR518,49,North Dakota,Debit Card,Free Shipping,Yes,Yes,Cash,PR518,Cu518
TR519,100,Oregon,PayPal,Next Day Air,Yes,Yes,Venmo,PR519,Cu519
TR520,54,Minnesota,Cash,2-Day Shipping,Yes,Yes,Bank Transfer,PR520,Cu520
TR521,84,South Carolina,Bank Transfer,Free Shipping,Yes,Yes,Debit Card,PR521,Cu521
TR522,41,Vermont,Credit Card,Standard,Yes,Yes,Bank Transfer,PR522,Cu522
TR523,88,Minnesota,PayPal,Store Pickup,Yes,Yes,Cash,PR523,Cu523
TR524,40,Delaware,Cash,Express,Yes,Yes,PayPal,PR524,Cu524
TR525,39,Pennsylvania,Venmo,Free Shipping,Yes,Yes,PayPal,PR525,Cu525
TR526,37,Iowa,Credit Card,Next Day Air,Yes,Yes,Debit Card,PR526,Cu526
TR527,52,New Jersey,Cash,Standard,Yes,Yes,Cash,PR527,Cu527
TR528,23,South Carolina,Bank Transfer,Next Day Air,Yes,Yes,Bank Transfer,PR528,Cu528
TR529,88,Maryland,Venmo,Express,Yes,Yes,Cash,PR529,Cu529
TR530,84,California,Cash,Standard,Yes,Yes,Credit Card,PR530,Cu530
TR531,37,Montana,Venmo,Store Pickup,Yes,Yes,Credit Card,PR531,Cu531
TR532,51,Vermont,Bank Transfer,Next Day Air,Yes,Yes,Cash,PR532,Cu532
TR533,76,Texas,Bank Transfer,Express,Yes,Yes,Bank Transfer,PR533,Cu533
TR534,60,North Carolina,PayPal,Next Day Air,Yes,Yes,Debit Card,PR534,Cu534
TR535,72,Florida,Bank Transfer,Next Day Air,Yes,Yes,PayPal,PR535,Cu535
TR536,45,West Virginia,Credit Card,Free Shipping,Yes,Yes,Bank Transfer,PR536,Cu536
TR537,84,Illinois,Debit Card,Store Pickup,Yes,Yes,Debit Card,PR537,Cu537
TR538,49,Virginia,Credit Card,Store Pickup,Yes,Yes,Debit Card,PR538,Cu538
TR539,22,Virginia,PayPal,Free Shipping,Yes,Yes,Cash,PR539,Cu539
TR540,48,Wyoming,Cash,Store Pickup,Yes,Yes,Debit Card,PR540,Cu540
TR541,37,South Carolina,Venmo,Next Day Air,Yes,Yes,Cash,PR541,Cu541
TR542,27,Connecticut,Bank Transfer,Next Day Air,Yes,Yes,Cash,PR542,Cu542
TR543,79,Illinois,Venmo,Next Day Air,Yes,Yes,Cash,PR543,Cu543
TR544,98,Alabama,Debit Card,Express,Yes,Yes,Credit Card,PR544,Cu544
TR545,64,Washington,Cash,Standard,Yes,Yes,Bank Transfer,PR545,Cu545
TR546,32,Alabama,Bank Transfer,2-Day Shipping,Yes,Yes,Debit Card,PR546,Cu546
TR547,74,New Mexico,Cash,Free Shipping,Yes,Yes,Venmo,PR547,Cu547
TR548,50,Nevada,Debit Card,Free Shipping,Yes,Yes,Venmo,PR548,Cu548
TR549,64,Nebraska,PayPal,Store Pickup,Yes,Yes,Debit Card,PR549,Cu549
TR550,29,Arizona,Cash,Express,Yes,Yes,Venmo,PR550,Cu550
TR551,62,Georgia,Cash,Store Pickup,Yes,Yes,PayPal,PR551,Cu551
TR552,78,Idaho,Venmo,2-Day Shipping,Yes,Yes,Cash,PR552,Cu552
TR553,94,Missouri,Bank Transfer,Express,Yes,Yes,Bank Transfer,PR553,Cu553
TR554,59,Florida,Venmo,Express,Yes,Yes,Credit Card,PR554,Cu554
TR555,47,Minnesota,PayPal,Express,Yes,Yes,Bank Transfer,PR555,Cu555
TR556,57,Maine,Bank Transfer,Express,Yes,Yes,Venmo,PR556,Cu556
TR557,90,Montana,Credit Card,Store Pickup,Yes,Yes,Cash,PR557,Cu557
TR558,60,Alaska,PayPal,Free Shipping,Yes,Yes,Debit Card,PR558,Cu558
TR559,77,Iowa,Venmo,Express,Yes,Yes,Debit Card,PR559,Cu559
TR560,41,Arizona,Bank Transfer,Store Pickup,Yes,Yes,Bank Transfer,PR560,Cu560
TR561,48,Louisiana,PayPal,Free Shipping,Yes,Yes,Debit Card,PR561,Cu561
TR562,65,Alabama,Credit Card,Next Day Air,Yes,Yes,PayPal,PR562,Cu562
TR563,62,Missouri,PayPal,Standard,Yes,Yes,Debit Card,PR563,Cu563
TR564,99,Idaho,PayPal,Standard,Yes,Yes,Debit Card,PR564,Cu564
TR565,58,Florida,Cash,Next Day Air,Yes,Yes,Bank Transfer,PR565,Cu565
TR566,43,Idaho,Bank Transfer,Store Pickup,Yes,Yes,Venmo,PR566,Cu566
TR567,93,Alabama,PayPal,Store Pickup,Yes,Yes,Debit Card,PR567,Cu567
TR568,50,New Hampshire,Venmo,Next Day Air,Yes,Yes,Venmo,PR568,Cu568
TR569,88,Utah,Bank Transfer,Free Shipping,Yes,Yes,PayPal,PR569,Cu569
TR570,33,Alabama,PayPal,Express,Yes,Yes,Credit Card,PR570,Cu570
TR571,99,Iowa,Credit Card,Standard,Yes,Yes,Cash,PR571,Cu571
TR572,76,Kentucky,Venmo,Free Shipping,Yes,Yes,Venmo,PR572,Cu572
TR573,97,South Carolina,Credit Card,Next Day Air,Yes,Yes,Bank Transfer,PR573,Cu573
TR574,68,California,Cash,2-Day Shipping,Yes,Yes,Credit Card,PR574,Cu574
TR575,79,Maine,PayPal,Free Shipping,Yes,Yes,Bank Transfer,PR575,Cu575
TR576,86,Nebraska,Venmo,Express,Yes,Yes,PayPal,PR576,Cu576
TR577,68,Washington,Venmo,2-Day Shipping,Yes,Yes,Credit Card,PR577,Cu577
TR578,52,Alabama,PayPal,Store Pickup,Yes,Yes,Venmo,PR578,Cu578
TR579,90,Maine,Debit Card,Next Day Air,Yes,Yes,Credit Card,PR579,Cu579
TR580,41,California,Debit Card,Free Shipping,Yes,Yes,Credit Card,PR580,Cu580
TR581,80,Iowa,PayPal,Free Shipping,Yes,Yes,PayPal,PR581,Cu581
TR582,100,Iowa,Credit Card,Store Pickup,Yes,Yes,Bank Transfer,PR582,Cu582
TR583,77,Colorado,Debit Card,Store Pickup,Yes,Yes,Bank Transfer,PR583,Cu583
TR584,78,California,PayPal,Store Pickup,Yes,Yes,PayPal,PR584,Cu584
TR585,94,Indiana,PayPal,Free Shipping,Yes,Yes,Debit Card,PR585,Cu585
TR586,23,South Carolina,Credit Card,Next Day Air,Yes,Yes,Cash,PR586,Cu586
TR587,20,Wisconsin,Venmo,2-Day Shipping,Yes,Yes,Venmo,PR587,Cu587
TR588,86,Washington,PayPal,Express,Yes,Yes,Debit Card,PR588,Cu588
TR589,60,South Dakota,Debit Card,Standard,Yes,Yes,Debit Card,PR589,Cu589
TR590,70,Minnesota,Debit Card,2-Day Shipping,Yes,Yes,PayPal,PR590,Cu590
TR591,39,Alaska,Credit Card,Standard,Yes,Yes,Venmo,PR591,Cu591
TR592,37,Kentucky,Credit Card,Store Pickup,Yes,Yes,Debit Card,PR592,Cu592
TR593,29,North Dakota,Venmo,Free Shipping,Yes,Yes,Venmo,PR593,Cu593
TR594,35,Alaska,Cash,Store Pickup,Yes,Yes,PayPal,PR594,Cu594
TR595,83,Oklahoma,Cash,Next Day Air,Yes,Yes,Debit Card,PR595,Cu595
TR596,77,Delaware,Credit Card,Next Day Air,Yes,Yes,PayPal,PR596,Cu596
TR597,37,Montana,PayPal,Store Pickup,Yes,Yes,Venmo,PR597,Cu597
TR598,69,Alaska,Bank Transfer,Standard,Yes,Yes,Bank Transfer,PR598,Cu598
TR599,66,California,Credit Card,2-Day Shipping,Yes,Yes,Cash,PR599,Cu599
TR600,26,Massachusetts,Cash,Standard,Yes,Yes,Debit Card,PR600,Cu600
TR601,63,South Carolina,Debit Card,2-Day Shipping,Yes,Yes,Venmo,PR601,Cu601
TR602,38,West Virginia,Cash,Store Pickup,Yes,Yes,Cash,PR602,Cu602
TR603,58,Oregon,Venmo,Next Day Air,Yes,Yes,Cash,PR603,Cu603
TR604,46,Massachusetts,Debit Card,2-Day Shipping,Yes,Yes,PayPal,PR604,Cu604
TR605,92,West Virginia,Bank Transfer,Store Pickup,Yes,Yes,Credit Card,PR605,Cu605
TR606,32,California,Debit Card,Standard,Yes,Yes,Bank Transfer,PR606,Cu606
